id,condition,cost,sensitivity,block,trial,pd,event_type,stimulus,DS output,user classification,score,time
118,2,High,High,3,18,1,N,4.1,N,N,49.0,5.338521300648709
118,2,High,High,3,19,1,N,4.3,N,N,52.0,1.9771228017278428
118,2,High,High,3,20,1,N,4.7,N,N,55.0,1.7024058178117962
118,2,High,High,4,1,1,N,4.8,N,N,19.0,5.53539856949406
118,2,High,High,4,2,1,N,5.0,N,N,22.0,16.292558830863268
118,2,High,High,4,3,1,N,4.9,N,N,25.0,1.0501484271449768
118,2,High,High,4,4,1,S,7.5,S,S,28.0,8.751726576672004
118,2,High,High,4,5,1,S,7.1,S,S,31.0,0.7668135825139558
118,2,High,High,4,6,1,S,6.5,S,S,34.0,1.1957975306907467
118,2,High,High,4,7,1,N,4.7,N,N,37.0,14.309199775533212
118,2,High,High,4,8,1,N,7.2,N,S,34.0,9.00533232435433
118,2,High,High,4,9,1,S,5.6,N,N,28.0,2.367168650832898
118,2,High,High,4,10,1,N,5.6,N,N,31.0,3.599647355652203
118,2,High,High,4,11,1,S,5.5,S,S,34.0,3.9448939175708455
118,2,High,High,4,12,1,N,3.7,N,N,37.0,5.969455978739815
118,2,High,High,4,13,1,S,6.5,S,S,40.0,6.786254921286665
118,2,High,High,4,14,1,N,5.4,N,N,43.0,2.4477538614981738
118,2,High,High,4,15,1,N,4.3,N,N,46.0,10.081487018577896
118,2,High,High,4,16,1,S,5.9,S,S,49.0,11.72279210889705
118,2,High,High,4,17,1,N,5.0,S,S,46.0,0.9757651882176643
118,2,High,High,4,18,1,N,5.4,N,N,49.0,2.735036759511428
118,2,High,High,4,19,1,N,3.2,N,N,52.0,10.900575210879673
118,2,High,High,4,20,1,N,3.9,N,N,55.0,9.242032222857963
118,2,High,High,5,1,1,N,4.2,N,N,19.0,5.427484966773008
118,2,High,High,5,2,1,N,4.9,N,N,22.0,7.861915087580029
118,2,High,High,5,3,1,S,6.4,S,S,25.0,2.318391817845382
118,2,High,High,5,4,1,S,5.3,S,S,28.0,4.4300443897000905
118,2,High,High,5,5,1,N,6.0,N,N,31.0,12.429275855447711
118,2,High,High,5,6,1,S,6.0,N,N,25.0,1.1322527587506743
118,2,High,High,5,7,1,S,7.1,S,S,28.0,6.631003167810354
118,2,High,High,5,8,1,S,5.0,S,S,31.0,17.129265829567295
118,2,High,High,5,9,1,N,5.0,N,N,34.0,6.160712616931685
118,2,High,High,5,10,1,N,4.8,N,N,37.0,9.208001602689762
118,2,High,High,5,11,1,S,5.3,S,S,40.0,3.945054174611569
118,2,High,High,5,12,1,N,4.8,N,N,43.0,1.7684671653721522
118,2,High,High,5,13,1,N,3.8,N,N,46.0,5.402443858254432
118,2,High,High,5,14,1,N,4.5,N,N,49.0,1.1049285982071195
118,2,High,High,5,15,1,N,3.8,N,N,52.0,1.8697783088385376
118,2,High,High,5,16,1,S,6.9,S,S,55.0,0.9750014971282849
118,2,High,High,5,17,1,N,5.5,N,N,58.0,11.089746267424516
118,2,High,High,5,18,1,N,3.1,S,S,55.0,11.108975952656486
118,2,High,High,5,19,1,N,4.4,N,N,58.0,8.821468583068917
118,2,High,High,5,20,1,N,4.7,N,N,61.0,9.150475440308817
119,2,High,High,3,1,0,N,3.7,N,N,33.0,9.249793164939042
119,2,High,High,3,2,0,S,5.5,S,N,27.0,11.3715488223253
119,2,High,High,3,3,0,S,5.3,S,N,21.0,13.759671659682372
119,2,High,High,3,4,0,S,5.0,S,S,24.0,16.288010249092856
119,2,High,High,3,5,0,N,4.6,S,S,21.0,11.421726744670012
119,2,High,High,3,6,0,S,6.5,S,S,24.0,9.905908348143925
119,2,High,High,3,7,0,N,3.5,N,N,27.0,11.33242258601915
119,2,High,High,3,8,0,S,6.9,N,S,30.0,20.35124577343737
119,2,High,High,3,9,0,N,5.5,N,S,27.0,10.014127668671273
119,2,High,High,3,10,0,N,3.9,N,N,30.0,10.373091037765732
119,2,High,High,3,11,0,N,5.4,N,S,27.0,7.801538229171266
119,2,High,High,3,12,0,N,5.8,N,S,24.0,20.273338918834323
119,2,High,High,3,13,0,N,4.5,N,N,27.0,15.90468910472335
119,2,High,High,3,14,0,N,4.3,N,N,30.0,9.724092103166788
119,2,High,High,3,15,0,S,7.6,S,S,33.0,13.28677137467394
119,2,High,High,3,16,0,N,5.1,N,S,30.0,16.234159301394786
119,2,High,High,3,17,0,S,5.3,S,S,33.0,10.703120846268382
119,2,High,High,3,18,0,N,4.1,N,N,36.0,15.142773905996798
119,2,High,High,3,19,0,N,4.3,N,N,39.0,6.267349897568535
119,2,High,High,3,20,0,N,4.7,N,N,42.0,16.29968510574884
119,2,High,High,4,1,0,N,4.8,N,S,27.0,13.358323588990464
119,2,High,High,4,2,0,N,5.0,N,S,24.0,5.365137101722159
119,2,High,High,4,3,0,N,4.9,N,S,21.0,8.608902848008453
119,2,High,High,4,4,0,S,7.5,S,S,24.0,17.928241447489192
119,2,High,High,4,5,0,S,7.1,S,S,27.0,12.904995403199498
119,2,High,High,4,6,0,S,6.5,S,S,30.0,17.545614446762276
119,2,High,High,4,7,0,N,4.7,N,S,27.0,12.247307540204108
119,2,High,High,4,8,0,N,7.2,N,S,24.0,7.371350844635456
119,2,High,High,4,9,0,S,5.6,N,S,27.0,5.938402334556874
119,2,High,High,4,10,0,N,5.6,N,S,24.0,5.081284360382085
119,2,High,High,4,11,0,S,5.5,S,N,18.0,14.413564561690496
119,2,High,High,4,12,0,N,3.7,N,N,21.0,14.928304933011043
119,2,High,High,4,13,0,S,6.5,S,S,24.0,12.696726765406122
119,2,High,High,4,14,0,N,5.4,N,S,21.0,10.103582419081484
119,2,High,High,4,15,0,N,4.3,N,N,24.0,16.693420976712325
119,2,High,High,4,16,0,S,5.9,S,S,27.0,13.104643680035029
119,2,High,High,4,17,0,N,5.0,S,N,30.0,6.265332408164671
119,2,High,High,4,18,0,N,5.4,N,S,27.0,11.352181981184785
119,2,High,High,4,19,0,N,3.2,N,N,30.0,6.68940831559298
119,2,High,High,4,20,0,N,3.9,N,N,33.0,4.7429705159280156
119,2,High,High,5,1,1,N,4.2,N,N,19.0,3.308463883466299
119,2,High,High,5,2,1,N,4.9,N,N,22.0,15.946689688683417
119,2,High,High,5,3,1,S,6.4,S,S,25.0,8.056187426568066
119,2,High,High,5,4,1,S,5.3,S,N,19.0,1.7862742077657316
119,2,High,High,5,5,1,N,6.0,N,S,16.0,5.423402844370021
119,2,High,High,5,6,1,S,6.0,N,S,19.0,1.7564651059695304
119,2,High,High,5,7,1,S,7.1,S,S,22.0,7.062058639188869
119,2,High,High,5,8,1,S,5.0,S,S,25.0,1.4446717359985086
119,2,High,High,5,9,1,N,5.0,N,S,22.0,7.957828926763769
119,2,High,High,5,10,1,N,4.8,N,N,25.0,16.151474298338226
119,2,High,High,5,11,1,S,5.3,S,N,19.0,1.4289440070139947
119,2,High,High,5,12,1,N,4.8,N,N,22.0,4.095512904035172
119,2,High,High,5,13,1,N,3.8,N,N,25.0,1.3727362523855113
119,2,High,High,5,14,1,N,4.5,N,N,28.0,0.7140623754403904
119,2,High,High,5,15,1,N,3.8,N,N,31.0,5.127355985853494
119,2,High,High,5,16,1,S,6.9,S,S,34.0,1.8413936970877895
119,2,High,High,5,17,1,N,5.5,N,S,31.0,21.40091131729921
119,2,High,High,5,18,1,N,3.1,S,N,34.0,7.11999051226951
119,2,High,High,5,19,1,N,4.4,N,N,37.0,16.02531282592229
119,2,High,High,5,20,1,N,4.7,N,N,40.0,1.7037725266526633
120,2,High,High,3,1,0,N,3.7,N,N,33.0,7.000494142787456
120,2,High,High,3,2,0,S,5.5,S,S,36.0,12.405844888321656
120,2,High,High,3,3,0,S,5.3,S,N,30.0,12.078624932471863
120,2,High,High,3,4,0,S,5.0,S,N,24.0,7.958129691795409
120,2,High,High,3,5,0,N,4.6,S,N,27.0,15.280572277009076
120,2,High,High,3,6,0,S,6.5,S,S,30.0,23.954014022246465
120,2,High,High,3,7,0,N,3.5,N,N,33.0,8.540536659196116
120,2,High,High,3,8,0,S,6.9,N,S,36.0,11.36821483850906
120,2,High,High,3,9,0,N,5.5,N,S,33.0,14.36744460882037
120,2,High,High,3,10,0,N,3.9,N,N,36.0,19.714470541170634
120,2,High,High,3,11,0,N,5.4,N,S,33.0,12.328514246767767
120,2,High,High,3,12,0,N,5.8,N,S,30.0,5.351512072360798
120,2,High,High,3,13,0,N,4.5,N,N,33.0,14.246543826312337
120,2,High,High,3,14,0,N,4.3,N,N,36.0,14.86876402135351
120,2,High,High,3,15,0,S,7.6,S,S,39.0,13.182525590782403
120,2,High,High,3,16,0,N,5.1,N,N,42.0,6.299546951398988
120,2,High,High,3,17,0,S,5.3,S,S,45.0,5.862923189996733
120,2,High,High,3,18,0,N,4.1,N,N,48.0,7.890552787001782
120,2,High,High,3,19,0,N,4.3,N,N,51.0,9.081891689100175
120,2,High,High,3,20,0,N,4.7,N,N,54.0,8.529726872448805
120,2,High,High,4,1,1,N,4.8,N,N,19.0,7.462990206960702
120,2,High,High,4,2,1,N,5.0,N,N,22.0,1.3804206247900286
120,2,High,High,4,3,1,N,4.9,N,N,25.0,7.139514710593913
120,2,High,High,4,4,1,S,7.5,S,S,28.0,4.7247462040388575
120,2,High,High,4,5,1,S,7.1,S,S,31.0,14.175642128969148
120,2,High,High,4,6,1,S,6.5,S,S,34.0,3.425588618283697
120,2,High,High,4,7,1,N,4.7,N,N,37.0,1.9710517718027674
120,2,High,High,4,8,1,N,7.2,N,S,34.0,1.2477513253935975
120,2,High,High,4,9,1,S,5.6,N,N,28.0,1.6429705519031517
120,2,High,High,4,10,1,N,5.6,N,S,25.0,14.127007372745563
120,2,High,High,4,11,1,S,5.5,S,S,28.0,6.848539008082617
120,2,High,High,4,12,1,N,3.7,N,N,31.0,1.4881208087508262
120,2,High,High,4,13,1,S,6.5,S,S,34.0,7.642663717057621
120,2,High,High,4,14,1,N,5.4,N,N,37.0,1.3328717309754299
120,2,High,High,4,15,1,N,4.3,N,N,40.0,1.0893059322234815
120,2,High,High,4,16,1,S,5.9,S,S,43.0,1.0692467393589369
120,2,High,High,4,17,1,N,5.0,S,N,46.0,1.9684457508180677
120,2,High,High,4,18,1,N,5.4,N,N,49.0,7.117384071003489
120,2,High,High,4,19,1,N,3.2,N,N,52.0,1.9300906266484013
120,2,High,High,4,20,1,N,3.9,N,N,55.0,7.293982216606004
120,2,High,High,5,1,0,N,4.2,N,N,33.0,15.781106300836445
120,2,High,High,5,2,0,N,4.9,N,N,36.0,17.21724283866827
120,2,High,High,5,3,0,S,6.4,S,S,39.0,17.256323586669716
120,2,High,High,5,4,0,S,5.3,S,N,33.0,16.115301540323934
120,2,High,High,5,5,0,N,6.0,N,S,30.0,17.654951241337216
120,2,High,High,5,6,0,S,6.0,N,N,24.0,4.658353708024916
120,2,High,High,5,7,0,S,7.1,S,S,27.0,11.622842642757456
120,2,High,High,5,8,0,S,5.0,S,N,21.0,7.888373968637845
120,2,High,High,5,9,0,N,5.0,N,S,18.0,21.05497766086338
120,2,High,High,5,10,0,N,4.8,N,N,21.0,7.3413427733299645
120,2,High,High,5,11,0,S,5.3,S,S,24.0,11.081685212428704
120,2,High,High,5,12,0,N,4.8,N,N,27.0,4.555132269361678
120,2,High,High,5,13,0,N,3.8,N,N,30.0,10.503650835978652
120,2,High,High,5,14,0,N,4.5,N,N,33.0,6.723085181432814
120,2,High,High,5,15,0,N,3.8,N,N,36.0,7.29182509644874
120,2,High,High,5,16,0,S,6.9,S,S,39.0,13.457215303073522
120,2,High,High,5,17,0,N,5.5,N,S,36.0,8.4025791024937
120,2,High,High,5,18,0,N,3.1,S,N,39.0,15.004629460027925
120,2,High,High,5,19,0,N,4.4,N,N,42.0,4.068623138678372
120,2,High,High,5,20,0,N,4.7,N,N,45.0,11.888958084964205
127,2,High,High,3,1,1,N,3.7,N,N,19.0,5.529765825708241
127,2,High,High,3,2,1,S,5.5,S,S,22.0,6.639325716292542
127,2,High,High,3,3,1,S,5.3,S,S,25.0,3.29192338813038
127,2,High,High,3,4,1,S,5.0,S,S,28.0,13.279917922692444
127,2,High,High,3,5,1,N,4.6,S,S,25.0,8.819549484768848
127,2,High,High,3,6,1,S,6.5,S,S,28.0,1.6856330112166749
127,2,High,High,3,7,1,N,3.5,N,N,31.0,10.080482830664714
127,2,High,High,3,8,1,S,6.9,N,S,34.0,13.10753441050344
127,2,High,High,3,9,1,N,5.5,N,N,37.0,5.2550324775707695
127,2,High,High,3,10,1,N,3.9,N,N,40.0,7.564114470651606
127,2,High,High,3,11,1,N,5.4,N,N,43.0,3.7303168975945837
127,2,High,High,3,12,1,N,5.8,N,S,40.0,10.34090607285945
127,2,High,High,3,13,1,N,4.5,N,N,43.0,5.195241888649489
127,2,High,High,3,14,1,N,4.3,N,N,46.0,5.246662430713156
127,2,High,High,3,15,1,S,7.6,S,S,49.0,6.419934505006546
127,2,High,High,3,16,1,N,5.1,N,N,52.0,0.8505684006882119
127,2,High,High,3,17,1,S,5.3,S,S,55.0,1.5219879141728976
127,2,High,High,3,18,1,N,4.1,N,N,58.0,0.7496351216486477
127,2,High,High,3,19,1,N,4.3,N,N,61.0,0.945420468118351
127,2,High,High,3,20,1,N,4.7,N,N,64.0,5.719179427713559
127,2,High,High,4,1,1,N,4.8,N,N,19.0,4.143481164056472
127,2,High,High,4,2,1,N,5.0,N,N,22.0,1.8907066178761576
127,2,High,High,4,3,1,N,4.9,N,N,25.0,0.8352427602082955
127,2,High,High,4,4,1,S,7.5,S,S,28.0,2.3646502955442754
127,2,High,High,4,5,1,S,7.1,S,S,31.0,8.319011073314972
127,2,High,High,4,6,1,S,6.5,S,S,34.0,4.539379098015761
127,2,High,High,4,7,1,N,4.7,N,N,37.0,6.718881445715802
127,2,High,High,4,8,1,N,7.2,N,S,34.0,7.438245732492126
127,2,High,High,4,9,1,S,5.6,N,N,28.0,7.989967818909729
127,2,High,High,4,10,1,N,5.6,N,S,25.0,7.738238188353494
127,2,High,High,4,11,1,S,5.5,S,S,28.0,0.8062528423617393
127,2,High,High,4,12,1,N,3.7,N,N,31.0,9.027676244124955
127,2,High,High,4,13,1,S,6.5,S,S,34.0,11.869112556931189
127,2,High,High,4,14,1,N,5.4,N,N,37.0,0.8131097923347265
127,2,High,High,4,15,1,N,4.3,N,N,40.0,1.938010042359437
127,2,High,High,4,16,1,S,5.9,S,S,43.0,12.353028959425838
127,2,High,High,4,17,1,N,5.0,S,S,40.0,10.71179931627021
127,2,High,High,4,18,1,N,5.4,N,N,43.0,14.248489095785622
127,2,High,High,4,19,1,N,3.2,N,N,46.0,2.818469339745687
127,2,High,High,4,20,1,N,3.9,N,N,49.0,1.9056711177404495
127,2,High,High,5,1,1,N,4.2,N,N,19.0,5.552831398998505
127,2,High,High,5,2,1,N,4.9,N,N,22.0,6.028497428947109
127,2,High,High,5,3,1,S,6.4,S,S,25.0,1.860652311690325
127,2,High,High,5,4,1,S,5.3,S,S,28.0,4.547356024664244
127,2,High,High,5,5,1,N,6.0,N,S,25.0,1.4524389853517887
127,2,High,High,5,6,1,S,6.0,N,N,19.0,9.205853013205868
127,2,High,High,5,7,1,S,7.1,S,S,22.0,3.6067325959013696
127,2,High,High,5,8,1,S,5.0,S,S,25.0,2.452622651379793
127,2,High,High,5,9,1,N,5.0,N,N,28.0,10.874354847172047
127,2,High,High,5,10,1,N,4.8,N,N,31.0,11.30068793354955
127,2,High,High,5,11,1,S,5.3,S,S,34.0,23.632120286491155
127,2,High,High,5,12,1,N,4.8,N,N,37.0,16.88905143292249
127,2,High,High,5,13,1,N,3.8,N,N,40.0,4.621403530366555
127,2,High,High,5,14,1,N,4.5,N,N,43.0,7.979921923681594
127,2,High,High,5,15,1,N,3.8,N,N,46.0,8.39284755931239
127,2,High,High,5,16,1,S,6.9,S,S,49.0,20.418643314566022
127,2,High,High,5,17,1,N,5.5,N,S,46.0,8.105434555524045
127,2,High,High,5,18,1,N,3.1,S,N,49.0,16.808200829539757
127,2,High,High,5,19,1,N,4.4,N,N,52.0,1.0823826025879495
127,2,High,High,5,20,1,N,4.7,N,N,55.0,2.42187416668229
128,2,High,High,3,1,0,N,3.7,N,N,33.0,15.45432111546004
128,2,High,High,3,2,0,S,5.5,S,N,27.0,21.03790954392719
128,2,High,High,3,3,0,S,5.3,S,N,21.0,14.159436145769106
128,2,High,High,3,4,0,S,5.0,S,N,15.0,14.28511687075522
128,2,High,High,3,5,0,N,4.6,S,N,18.0,10.922619205940883
128,2,High,High,3,6,0,S,6.5,S,N,12.0,13.765631735457013
128,2,High,High,3,7,0,N,3.5,N,N,15.0,16.44067657775401
128,2,High,High,3,8,0,S,6.9,N,S,18.0,5.799660799751127
128,2,High,High,3,9,0,N,5.5,N,S,15.0,11.65197859989945
128,2,High,High,3,10,0,N,3.9,N,N,18.0,19.168357746827816
128,2,High,High,3,11,0,N,5.4,N,S,15.0,7.0690555186877075
128,2,High,High,3,12,0,N,5.8,N,S,12.0,12.993167113907232
128,2,High,High,3,13,0,N,4.5,N,N,15.0,14.447966293173444
128,2,High,High,3,14,0,N,4.3,N,N,18.0,14.381588319899397
128,2,High,High,3,15,0,S,7.6,S,S,21.0,9.700134262197441
128,2,High,High,3,16,0,N,5.1,N,N,24.0,6.844326248572051
128,2,High,High,3,17,0,S,5.3,S,N,18.0,6.964767142247744
128,2,High,High,3,18,0,N,4.1,N,N,21.0,12.520991936372594
128,2,High,High,3,19,0,N,4.3,N,N,24.0,14.461104656277001
128,2,High,High,3,20,0,N,4.7,N,N,27.0,8.895023746592605
128,2,High,High,4,1,1,N,4.8,N,N,19.0,7.1839647760985965
128,2,High,High,4,2,1,N,5.0,N,N,22.0,1.2999590562376246
128,2,High,High,4,3,1,N,4.9,N,N,25.0,1.1493353571880887
128,2,High,High,4,4,1,S,7.5,S,S,28.0,1.4626938194985422
128,2,High,High,4,5,1,S,7.1,S,S,31.0,12.971829635341237
128,2,High,High,4,6,1,S,6.5,S,S,34.0,8.243939705340056
128,2,High,High,4,7,1,N,4.7,N,N,37.0,0.7365216963612748
128,2,High,High,4,8,1,N,7.2,N,S,34.0,1.0695637978657144
128,2,High,High,4,9,1,S,5.6,N,N,28.0,9.847145357191096
128,2,High,High,4,10,1,N,5.6,N,S,25.0,2.5037494457528684
128,2,High,High,4,11,1,S,5.5,S,N,19.0,1.6617037339708167
128,2,High,High,4,12,1,N,3.7,N,N,22.0,5.490108463500533
128,2,High,High,4,13,1,S,6.5,S,S,25.0,10.560257349552423
128,2,High,High,4,14,1,N,5.4,N,N,28.0,3.2251652155688375
128,2,High,High,4,15,1,N,4.3,N,N,31.0,6.692866324176377
128,2,High,High,4,16,1,S,5.9,S,S,34.0,2.2414786097553243
128,2,High,High,4,17,1,N,5.0,S,N,37.0,1.6654623393322519
128,2,High,High,4,18,1,N,5.4,N,N,40.0,7.81453919689255
128,2,High,High,4,19,1,N,3.2,N,N,43.0,11.95239951864107
128,2,High,High,4,20,1,N,3.9,N,N,46.0,2.220957335527236
128,2,High,High,5,1,1,N,4.2,N,N,19.0,2.306133862209567
128,2,High,High,5,2,1,N,4.9,N,N,22.0,4.9147967866747555
128,2,High,High,5,3,1,S,6.4,S,S,25.0,9.273812060390675
128,2,High,High,5,4,1,S,5.3,S,S,28.0,5.783762886643718
128,2,High,High,5,5,1,N,6.0,N,S,25.0,2.6157096681051413
128,2,High,High,5,6,1,S,6.0,N,N,19.0,1.288080093345037
128,2,High,High,5,7,1,S,7.1,S,S,22.0,1.9259321310279947
128,2,High,High,5,8,1,S,5.0,S,N,16.0,7.790041068724761
128,2,High,High,5,9,1,N,5.0,N,N,19.0,1.453880834420584
128,2,High,High,5,10,1,N,4.8,N,N,22.0,7.384988306040487
128,2,High,High,5,11,1,S,5.3,S,S,25.0,16.758542161930215
128,2,High,High,5,12,1,N,4.8,N,N,28.0,6.221446982820948
128,2,High,High,5,13,1,N,3.8,N,N,31.0,1.8361148219939414
128,2,High,High,5,14,1,N,4.5,N,N,34.0,2.487190998850914
128,2,High,High,5,15,1,N,3.8,N,N,37.0,5.4976428684970475
128,2,High,High,5,16,1,S,6.9,S,S,40.0,1.1980993377878997
128,2,High,High,5,17,1,N,5.5,N,N,43.0,14.307057020545148
128,2,High,High,5,18,1,N,3.1,S,N,46.0,9.298790534211735
128,2,High,High,5,19,1,N,4.4,N,N,49.0,5.759178863518846
128,2,High,High,5,20,1,N,4.7,N,N,52.0,8.785934974435126
132,2,High,High,3,1,1,N,3.7,N,N,19.0,1.6438748364074405
132,2,High,High,3,2,1,S,5.5,S,N,13.0,4.923715841541509
132,2,High,High,3,3,1,S,5.3,S,S,16.0,1.4695030687055457
132,2,High,High,3,4,1,S,5.0,S,S,19.0,11.434597322359458
132,2,High,High,3,5,1,N,4.6,S,N,22.0,0.9069736907438845
132,2,High,High,3,6,1,S,6.5,S,S,25.0,14.064734681486549
132,2,High,High,3,7,1,N,3.5,N,N,28.0,0.7366699601915624
132,2,High,High,3,8,1,S,6.9,N,S,31.0,5.671888589705839
132,2,High,High,3,9,1,N,5.5,N,S,28.0,12.626939166424169
132,2,High,High,3,10,1,N,3.9,N,N,31.0,3.5831255737855168
132,2,High,High,3,11,1,N,5.4,N,S,28.0,1.1229515191633996
132,2,High,High,3,12,1,N,5.8,N,S,25.0,5.135582022457731
132,2,High,High,3,13,1,N,4.5,N,N,28.0,1.6926247395322975
132,2,High,High,3,14,1,N,4.3,N,N,31.0,0.9401739107311771
132,2,High,High,3,15,1,S,7.6,S,S,34.0,1.8906491960100027
132,2,High,High,3,16,1,N,5.1,N,N,37.0,4.276846303192457
132,2,High,High,3,17,1,S,5.3,S,N,31.0,6.625378678244224
132,2,High,High,3,18,1,N,4.1,N,N,34.0,6.858336350513898
132,2,High,High,3,19,1,N,4.3,N,N,37.0,13.667098606317097
132,2,High,High,3,20,1,N,4.7,N,N,40.0,1.5529533807491749
132,2,High,High,4,1,0,N,4.8,N,N,33.0,13.31450093941275
132,2,High,High,4,2,0,N,5.0,N,N,36.0,10.036979172551446
132,2,High,High,4,3,0,N,4.9,N,N,39.0,9.264699317529274
132,2,High,High,4,4,0,S,7.5,S,S,42.0,7.335692105879557
132,2,High,High,4,5,0,S,7.1,S,S,45.0,12.266942516526791
132,2,High,High,4,6,0,S,6.5,S,S,48.0,15.321690610150245
132,2,High,High,4,7,0,N,4.7,N,N,51.0,11.049680060657469
132,2,High,High,4,8,0,N,7.2,N,S,48.0,8.18161328203399
132,2,High,High,4,9,0,S,5.6,N,N,42.0,14.059310457656704
132,2,High,High,4,10,0,N,5.6,N,S,39.0,18.088088777542673
132,2,High,High,4,11,0,S,5.5,S,N,33.0,15.74865993483652
132,2,High,High,4,12,0,N,3.7,N,N,36.0,11.811361414951948
132,2,High,High,4,13,0,S,6.5,S,N,30.0,4.936567924452713
132,2,High,High,4,14,0,N,5.4,N,N,33.0,11.556609713960375
132,2,High,High,4,15,0,N,4.3,N,N,36.0,9.388562870967359
132,2,High,High,4,16,0,S,5.9,S,N,30.0,8.068635505858255
132,2,High,High,4,17,0,N,5.0,S,N,33.0,7.930911269933617
132,2,High,High,4,18,0,N,5.4,N,N,36.0,11.524260505914402
132,2,High,High,4,19,0,N,3.2,N,N,39.0,8.150592791508263
132,2,High,High,4,20,0,N,3.9,N,N,42.0,18.173396321495876
132,2,High,High,5,1,0,N,4.2,N,N,33.0,9.320442529071862
132,2,High,High,5,2,0,N,4.9,N,N,36.0,12.342219745692953
132,2,High,High,5,3,0,S,6.4,S,S,39.0,11.533256560571328
132,2,High,High,5,4,0,S,5.3,S,N,33.0,13.115921810095786
132,2,High,High,5,5,0,N,6.0,N,S,30.0,13.451296279529819
132,2,High,High,5,6,0,S,6.0,N,N,24.0,11.202813690470537
132,2,High,High,5,7,0,S,7.1,S,S,27.0,17.66432490058916
132,2,High,High,5,8,0,S,5.0,S,N,21.0,12.65299441665346
132,2,High,High,5,9,0,N,5.0,N,N,24.0,15.53312944225998
132,2,High,High,5,10,0,N,4.8,N,N,27.0,13.727061697597595
132,2,High,High,5,11,0,S,5.3,S,N,21.0,9.089951230900006
132,2,High,High,5,12,0,N,4.8,N,N,24.0,4.9104533767084995
132,2,High,High,5,13,0,N,3.8,N,N,27.0,12.20058072980836
132,2,High,High,5,14,0,N,4.5,N,N,30.0,4.406289554733656
132,2,High,High,5,15,0,N,3.8,N,N,33.0,8.386242413530809
132,2,High,High,5,16,0,S,6.9,S,S,36.0,4.7919972051776805
132,2,High,High,5,17,0,N,5.5,N,N,39.0,7.665452281421336
132,2,High,High,5,18,0,N,3.1,S,N,42.0,4.199298556714814
132,2,High,High,5,19,0,N,4.4,N,N,45.0,16.967958266123816
132,2,High,High,5,20,0,N,4.7,N,N,48.0,8.088830190181142
133,2,High,High,3,1,0,N,3.7,N,N,33.0,12.950501186425335
133,2,High,High,3,2,0,S,5.5,S,N,27.0,11.70984357717318
133,2,High,High,3,3,0,S,5.3,S,S,30.0,13.613463890659352
133,2,High,High,3,4,0,S,5.0,S,N,24.0,4.690332231960912
133,2,High,High,3,5,0,N,4.6,S,N,27.0,12.390619695800888
133,2,High,High,3,6,0,S,6.5,S,S,30.0,10.923147197766689
133,2,High,High,3,7,0,N,3.5,N,N,33.0,12.329414579598746
133,2,High,High,3,8,0,S,6.9,N,S,36.0,15.332273604546813
133,2,High,High,3,9,0,N,5.5,N,N,39.0,12.665375891642318
133,2,High,High,3,10,0,N,3.9,N,N,42.0,10.034993829747826
133,2,High,High,3,11,0,N,5.4,N,N,45.0,5.753178660848591
133,2,High,High,3,12,0,N,5.8,N,S,42.0,12.068791464064345
133,2,High,High,3,13,0,N,4.5,N,N,45.0,14.407561138158725
133,2,High,High,3,14,0,N,4.3,N,N,48.0,7.90021671164024
133,2,High,High,3,15,0,S,7.6,S,S,51.0,8.895625778539863
133,2,High,High,3,16,0,N,5.1,N,S,48.0,6.213172053542079
133,2,High,High,3,17,0,S,5.3,S,S,51.0,8.053259032703643
133,2,High,High,3,18,0,N,4.1,N,N,54.0,13.096454271108813
133,2,High,High,3,19,0,N,4.3,N,N,57.0,11.885855384221166
133,2,High,High,3,20,0,N,4.7,N,N,60.0,19.0702936757451
133,2,High,High,4,1,0,N,4.8,N,N,33.0,19.008029303624213
133,2,High,High,4,2,0,N,5.0,N,N,36.0,5.919239364773462
133,2,High,High,4,3,0,N,4.9,N,N,39.0,13.541043141034528
133,2,High,High,4,4,0,S,7.5,S,S,42.0,13.384793986395758
133,2,High,High,4,5,0,S,7.1,S,S,45.0,9.34916600101293
133,2,High,High,4,6,0,S,6.5,S,S,48.0,17.880516498415755
133,2,High,High,4,7,0,N,4.7,N,N,51.0,14.632965392982648
133,2,High,High,4,8,0,N,7.2,N,S,48.0,10.480001178454435
133,2,High,High,4,9,0,S,5.6,N,N,42.0,14.985895911043126
133,2,High,High,4,10,0,N,5.6,N,N,45.0,5.99710120475766
133,2,High,High,4,11,0,S,5.5,S,N,39.0,4.76054109444034
133,2,High,High,4,12,0,N,3.7,N,N,42.0,7.01155066276346
133,2,High,High,4,13,0,S,6.5,S,S,45.0,7.872840013289207
133,2,High,High,4,14,0,N,5.4,N,N,48.0,15.179501351248959
133,2,High,High,4,15,0,N,4.3,N,N,51.0,13.140267290588097
133,2,High,High,4,16,0,S,5.9,S,S,54.0,6.675191077477315
133,2,High,High,4,17,0,N,5.0,S,N,57.0,14.116165691563351
133,2,High,High,4,18,0,N,5.4,N,N,60.0,7.513982745432858
133,2,High,High,4,19,0,N,3.2,N,N,63.0,9.862138789128606
133,2,High,High,4,20,0,N,3.9,N,N,66.0,13.956698243284524
133,2,High,High,5,1,0,N,4.2,N,N,33.0,4.492728775111452
133,2,High,High,5,2,0,N,4.9,N,N,36.0,10.011630378663492
